,appid,releaseDate,price,developer tier,publisher tier,genre,early access,achievement,tag,languages,steam award,DLC,recent positive,all positive,single or multi,positive review,negative review,recent player,peek player,most achieved rate,review
435,222615,2013-11-15,32000.0,2.0,2.0,Simulation,0.0,0.0,Simulation,1.0,0.0,0.0,,,single only,,,,,,"Well, the dawn of a new era in TS Classic is here. Sadly I guess that means no more major updates to the core engine, which aside from tweaks to the UI is pretty much the best it can get.

Before the game can be somewhat playable, not gonna lie, money will need to spent on DLC. There are a few freeware routes out there but many use payware DLC. If there are 1 or 2 routes you would like, begin to build your route and loco collection. There were even a couple of humble bundles that included a tonne of DLC so keep your eyes out for deals on DTG website and steam also. Could save hundreds if you are patient and look around.

On the whole have had hours of fun on this, a few hours of not so fun, when things go wrong, but that isn't often. It ""can"" look incredible, with the right mods and routes and does what it says on the tin. Scenarios can add unlimited hours of challenge or just freeride around, choice is yours. If trains are your thing, invest in some DLC and off you go. If not, avoid.

I prefer this over TSW2, despite its age, it gives you more freedom and fairly easy to mod. TSW looks great but its quite linear, cant use all trains on all tracks, amongst other annoyances. It's very geared to the console player with its achievements and gameplay. Get TS classic if you like simulation and variety."
436,222618,2013-12-05,43000.0,2.0,2.0,Simulation,0.0,0.0,Simulation,1.0,0.0,0.0,Mostly Positive,,single only,43.0,11.0,,,,"Well, the dawn of a new era in TS Classic is here. Sadly I guess that means no more major updates to the core engine, which aside from tweaks to the UI is pretty much the best it can get.

Before the game can be somewhat playable, not gonna lie, money will need to spent on DLC. There are a few freeware routes out there but many use payware DLC. If there are 1 or 2 routes you would like, begin to build your route and loco collection. There were even a couple of humble bundles that included a tonne of DLC so keep your eyes out for deals on DTG website and steam also. Could save hundreds if you are patient and look around.

On the whole have had hours of fun on this, a few hours of not so fun, when things go wrong, but that isn't often. It ""can"" look incredible, with the right mods and routes and does what it says on the tin. Scenarios can add unlimited hours of challenge or just freeride around, choice is yours. If trains are your thing, invest in some DLC and off you go. If not, avoid.

I prefer this over TSW2, despite its age, it gives you more freedom and fairly easy to mod. TSW looks great but its quite linear, cant use all trains on all tracks, amongst other annoyances. It's very geared to the console player with its achievements and gameplay. Get TS classic if you like simulation and variety."
437,222640,2013-09-13,16500.0,4.0,2.0,Adventure,0.0,29.0,RPG,6.0,0.0,0.0,Mostly Positive,,single only,564.0,197.0,1.1,461.0,60.1,"드래곤 에이지 오리진과 비슷한 전투
챕터는 총 3개인데 그냥 스토리 따라 일직선으로 진행됩니다.
장비는 장신구 4개뿐이고 최고렙은 20인데 의외로 금방 달성되어 아쉽습니다.
드에 오리진 좋아하셨다면 해봐도 좋을것 같습니다."
438,222660,2013-03-21,10500.0,6.0,6.0,Action,0.0,21.0,Indie,5.0,0.0,0.0,Very Positive,,single only,314.0,56.0,,,11.1,시간을 달리는 리듬.
439,222730,2013-05-17,10500.0,4.0,4.0,Indie,0.0,123.0,God Game,9.0,0.0,1.0,Mostly Positive,,single only,4259.0,1173.0,14.2,4178.0,93.0,"이 평가는, 게임에 대한 장단점이나 작성자가 느낀 재미 같은 게 아니라, 트레일러만 봐서는 감이 잘 오지 않는 분들에게 게임 방식을 설명하기 위해 적습니다.

직접 게임을 플레이해본 입장에서는, 미묘하게 퍼즐이 생각나는 전략게임이라고 말씀드릴 수 있을 것 같습니다.

직접 컨트롤 할 수 없는 인간을 발전시키기 위해서, 거인들을 이용해 자연을 조작하며 플레이해나갑니다.
행성은 여러 개의 타일로 이루어져 있고, 각 타일에 거인들의 능력을 사용하며, 각 타일에 뭐가 있는지에 따라 타일끼리 상호작용을 하기도 합니다.(게임 스크린샷 중에 땅 아래로 플라스크나 사과 같은 모양과 숫자가 적혀있는 게 있는데, 게임을 안 해보셨다면, 그걸 통해서 행성이 타일로 이루어져 있다는 것을 아실 수 있을 겁니다.)

어느 거인의 어떤 능력을 어느 지형에 사용하느냐에 따라 등장하는 풀이나 동물의 종류(결과)가 다른데, 이 부분이 게임의 중요한 부분이라고 할 수 있겠습니다.

“인간을 내 마음대로 가지고 놀 수 있는 신이 되는 게임”과는 거리가 멀고, 매번 게임을 시작할 때마다, 게임의 제한시간(30분, 60분, 120분)이 존재하고, 이번 게임에서 도전하고자 하는 과제를 골라, 목표를 달성하는 방식의 게임이라고 할 수 있겠습니다. (목표를 달성하기 위해, 전략적으로 생각해서, 적절한 거인의 능력을 적절한 위치에 사용)



참고하실 수 있을 것 같아서, [Reus]의 한글 위키 주소를 적습니다."
440,222750,2013-05-30,21900.0,2.0,2.0,Indie,0.0,0.0,Strategy,8.0,0.0,1.0,Very Positive,,single and multi,3674.0,505.0,41.6,4413.0,,보병 잡으라고 공격기 발진 시켰는데 SEAD 전투기더라......
441,222820,2012-11-10,,6.0,6.0,Strategy,0.0,0.0,Strategy,5.0,0.0,0.0,Positive,,single only,12.0,0.0,0.1,108.0,,
442,222860,,,6.0,6.0,,0.0,0.0,Multiplayer,1.0,0.0,0.0,Positive,,,26.0,6.0,,,,Endless Fun.
443,222880,2014-01-23,15500.0,2.0,2.0,Action,0.0,100.0,FPS,11.0,0.0,0.0,Very Positive,Very Positive,,113588.0,10260.0,515.8,121264.0,48.2,"<Insurgency 한국어 설정 방법>
스팀 라이브러리로 이동 > 리스트 내의 Insurgency 게임에 마우스 오른쪽 버튼 > 속성 클릭 > 시작 옵션 설정 > -language korean 입력 > 실행"
444,222940,2013-09-13,21000.0,2.0,2.0,Action,0.0,46.0,Fighting,9.0,0.0,0.0,Very Positive,Very Positive,single only,7883.0,836.0,116.6,1053.0,45.0,"Very good.

8/10


# 더 킹 오브 파이터즈를 이 게임으로 처음 알게 되었거나,
어릴 적 플레이했던 향수 때문에 다시 찾으신 분들,
봐오기만 했던 신규 플레이어에게 맞춰져있습니다.



더 킹 오브 파이터즈 XIII의 세계의 잘 오셨습니다!

처음 시작하실 때 먼저 옵션에서 한국어로 바꾸고,
컴퓨터 난이도를 낮춰주세요.

이제 아케이드 모드에서 원하는 캐릭터로 플레이해봅시다.
(스토리 모드는 선택한 팀의 3명이 한 번에 선택되므로 선택이 자유롭지 않습니다.)

플레이 도중에 게임을 정지시켜 플레이 중인 캐릭터의 커맨드 리스트를 볼 수 있습니다.
전작들에 비해 기술이 적어지고 단순해져 초보자도 익히기 쉽습니다.

커맨드를 익히시며 차차 이겨 나가시다 보면 보스와 마주하게 되실 겁니다.
대부분 패배하실 텐데, 좌절하지 마세요. 보스이니 당연하게도 어려운 것입니다.

이렇게 같은 캐릭터를 더욱 연습하거나 새로운 캐릭터를 연습해봅시다.
슬슬 컴퓨터의 난이도가 너무 낮다는 게 느껴지실 겁니다.
그렇게 느껴지실 때 난이도를 한 칸, 두 칸 올려봅니다.
(어렵게 맞춰도 생각보다 컴퓨터 난이도가 낮습니다.)

최상 난이도를 플레이할 수 있을 때쯤,
멀티플레이를 한번 해보고 싶으실 겁니다.
그에 맞는 연습을 충분히 하셨다면 말리지 않지만,
그렇지 않다면 미뤄두시기 바랍니다.
맞으면서, 지면서 실력이 늘어난다는 말도 있지만,
대부분 실력이 늘기 전에 접습니다.

이 게임은 멀티플레이 매칭의 범위가 넓습니다.
자신과 비슷한 실력을 가진 유저, 혹은 그 이하의 유저와 매칭 될 수도 있지만,
100~300전은 해본 실력 있는 유저, 혹은 그 이상이 매칭 되기도 합니다.
게다가 만난 상대와 또다시 매칭 될 수 있습니다.
매칭을 취소할 수도 없기에 이런 경우, 질 수밖에 없는 상황이 됩니다.
그 때문에 승의 배로 패가 많아지는 경우가 많습니다.

멀티플레이에서 실력이 부족하다고 느껴질 때,
랭크 매치가 아닌 플레이어 매치를 하시기 바랍니다.
랭크에 직접적인 영향이 없기에 가벼운 마음으로 즐기실 수 있습니다.
그냥 퀵 매칭으로 하셔도 무방하지만, 주변, 혹은 그룹 등에서 자신과 비슷하거나,
맞춰주면서 플레이할 유저를 구하신다면 더욱 효율적으로 성장하실 수 있습니다.


시작하신 분들이 바로 포기하시는 이유는 대부분,
익숙지 않아 게임이 어렵거나 멀티플레이 진입 장벽 때문입니다.
위 방법으로 조금이나마 해소가 가능하지 않을까 하며 적어보았습니다.

마지막으로, 게임을 하는 이유는 즐기기 위해서입니다.
부당한 방법으로 이기기보단, 정당하게 페어플레이를 합시다."
445,222980,2012-12-08,3300.0,6.0,6.0,Action,0.0,30.0,Zombies,1.0,0.0,0.0,Very Positive,,single only,2062.0,316.0,1.3,286.0,35.6,"본격 2D 횡스크롤 좀비 학살 게임인 《데드 픽셀》이다. 일단 딱 플레이하고 바로 든 생각은 '우와, 가성비 개쩌는데?' 였다. 갖가지 생존 물품을 매매할 수 있는 상점, 다양한 유형의 좀비, 재화를 통한 캐릭터 업그레이드, 3가지로 구성된 모드(방식 자체는 같지만), 로컬 코옵 지원 등 그야 말로 혜자 게임의 조건을 두루 갖추고 있는 게임이라 할 수 있었다.

+ 타격감이 생각 보다 정말 괜찮다
+ 적절한 레벨 디자인 및 플레이 타임
+ 총 세 개의 게임모드가 존재(오리지널, 라스트 스탠드, 솔루션)
+ 무기의 종류가 의외로 다양하다(전기, 불, 얼음과 같은 속성 무기도 존재한다)
+ 로컬 코옵이 지원된다(근데 어차피 같이할 사람이 없다 흑흑)
+ 도전과제 올클리어가 그렇게 어렵진 않다(단, 컨트롤러가 최소 2대가 있을 경우에만)

- 100만 달러를 소비해야 한다는 고통이 나를 짓누른다

'키보드+패드' 라는 찰떡 조합으로 코옵 도전과제를 빠르게 노릴 수가 있다. 게임 자체는 싱글이랑 차이가 없기 때문에 그냥 진짜 도전과제만 언락하도록 하자. 그리고 오리지널 게임에서 무슨 '특수 좀비' 죽이기 도전과제를 할 때, 해당 특수 좀비들이 스폰이 안 된다고 당황하지 말자. 아무래도 랜덤으로 등장하는 거 같다. 총 30 스트리트를 걷는 동안 특수 좀비가 많아야 2~3구간에서 등장한다. 따라서 '난이도 관련' 이나 '빈 건물 털기' 같은 도전과제 병행하면서 여유롭게 진행하면 된다.

또 한 가지 팁을 주자면, 역시 다른 유저들이 말하는 대로 〔밀리 어택〕 을 일단 빨리 올려놓으면 총알이 없는 경우에도 생존율이 비약적으로 올라가서 플레이하기 편하다. 돈을 훨씬 더 쉽게 벌게 되는 건 덤. 그리고 두 번째로 중요한 건 〔스피드 업〕 이라 생각한다. 어느 정도 골드가 쌓이고 스피드가 충분하다면, 아드레날린과 폭죽만으로도 그냥 뻥 뚫린 거리를 걷는 거 마냥 지나갈 수 있다. 물론, 사람 마다 플레이 스타일이 다르기 때문에 그냥 '아, 이렇게 해보는 것도 괜찮겠네' 정도로 참고만 하길 바란다."
446,223000,2012-10-25,10500.0,6.0,6.0,Strategy,0.0,26.0,Casual,1.0,0.0,0.0,Very Positive,,single only,223.0,36.0,2.7,45.0,86.4,"스팀 지천에 깔린 '매치3' 게임 중 하나인 《7대 불가사의: 고대 외계인의 변장(=이하 AAM)》이다. 7 Wonders 시리즈는 이 놈에게 크게 감사해야 한다. 왜냐, 시리즈 전체를 통틀어서 유일하게 도전과제가 있는 게임이거든. 하마터면 이게 '시리즈'였다는 것도 모르고 영영 라이브러리에 묻힐 뻔 했는데, 이 'AAM'으로 인해 빛을 보게 된 셈이다. 적어도 내 라이브러리 유니버스에서는 그렇다. 심지어 게임도 꽤나 잘 만든 편.

+ 적절한 플레이 타임
+ 매치3와 빌드 시스템과의 만남(건물을 쌓아올리는 재미가 있다)
+ 게임이 진행될수록 사용 가능한 파워 종류가 늘어남
+ 무작정 맞추는 게 아닌, 미션이 존재한다
+ 난이도 조절로 누구나 엔딩을 볼 수 있다
+ 라인, 크로스, 웜홀 등으로 맞출 때의 타격감이 괜찮다

- 타임 리미트 난이도와 횟수 노가다 때문에 도전과제 올클리어가 귀찮을 수 있음
- 미션 다 끝내고 마지막 클리어 벽돌이 생성되는 조건이 정확히 뭔지 모르겠음

정말 잘 만든 매치3 게임이다. 초반에는 무조건 '시간 제한 없는' 난이도로 엔딩 보고, 파워를 다 갖춘 상태에서 '타임 리미트' 있는 아무 난이도로 다시 깨자. 파워를 적극 사용하면서 진행하면 게임 진행속도가 상상을 초월할 정도로 빠르다. 시간 제한이 있어도 없게 느껴지는 수준. 라인은 상대적으로 잘 뜨기 때문에 괜찮은데, 가 약간의 노가다가 필요하다. 텔레포트 파워를 적극적으로 활용할 것. 오랜만에 재밌는 매치3 였고, 도전과제 올클리어도 이 정도면 할 만한 편이라 엄지는 올린다."
447,223100,2016-05-20,20500.0,1.0,1.0,Action,0.0,74.0,Action,10.0,0.0,1.0,Mostly Positive,,single only,8663.0,6041.0,45.0,4352.0,83.1,"※홈프론트: 더 레볼루션을 구매할까 말까 고민하는 한국 게이머 분들을 위한 리뷰※


홈프론트: 더 레볼루션 리뷰입니다. 메타스코어가 과도하게 전체적으로 해당 게임을 저평가 한 것 같은 느낌을 강하게 받았습니다.


개요 및 스토리

홈프론트: 더 레볼루션은 북한이 미국을 점령한 뒤, 벌어지는 미국 저항군 Brady와 주인공들의 이야기입니다.
사실 정신나간 스토리죠. 인정해야할건 해야합니다.

사실 스토리의 더 자세한 내막은 이렇습니다. 아 참, 그 전에 홈프론트: 더 레볼루션은 다들 알고 계시는 홈프론트1과는 전혀 관련이 없는 리부트작품입니다.

아무튼 홈프론트: 더 레볼루션에서 북한은 1970년대 개인 PC를 개발할 수 있는 원천 아이디어를 구체화하는데 성공합니다. 실리콘 벨리가 아니라 실리콘 리버가 북한에 조성되게 되고 북한은 세계 최초의 개인 PC인 꼭대기 컴퓨터로 경제적인 부흥에 성공합니다. 이러한 압도적인 IT 원천기술을 이용하여 북한은 2004년에 APEX라는 다국적 기업을 설립하여 스마트폰을 전 세계에 보급하고 2007년에는 태블릿 PC를 처음 선보이며 두말할 것 없이 세계 시장을 선도합니다. 그리고 APEX는 군수 산업까지 발을 넓혀 사실상 전 세계 모든 선진국들의 무기를 공급하게 됩니다. 미국도 예외는 아니었죠.

미국은 결국 북한이 친 덫에 걸리고 맙니다. APEX에 너무도 많은 빚을 져서 채무상태에 빠지게 된겁니다.
결국 북한은 미국의 모든 군사장비들을 미국의 독립기념일 대규모 군사 퍼레이드에 맞춰 스위치 하나로 작동을 중지시켜 버린뒤 샌프란시스코를 시작으로 미국의 채무를 받아내겠다는 명분으로 사실상 무방비에 빠진 미국을 침공하여 점령합니다. 홈프론트: 더 레볼루션은 그 이후 필라델피아 지역에서의 저항군의 이야기를 다룹니다."
448,223220,2012-10-23,16000.0,4.0,4.0,Action,0.0,25.0,Side Scroller,7.0,0.0,1.0,Very Positive,,single only,1372.0,388.0,,,75.3,옛날 마리오나 소닉 하는 느낌이네요. 버튼에 따른 배경변화와 그에 따른 플레이 방식 변화는 머리도 적절히 쓰게 해줘서 좋습니다. 이게 좀 더 과했더라면 지웠을 거에요ㅎㅎ
449,223280,2013-03-23,5500.0,6.0,6.0,Indie,0.0,0.0,Indie,4.0,0.0,0.0,Very Positive,,single only,132.0,15.0,1.1,29.0,,"재밌는건 설명해야할까? 당연히 재밌는데.
그런데 돈을 주고 살거면 모바일 골드를 주고 사는게 낫지 스팀을 사는건 별로.
구지 큰 모니터에서 즐기고싶다면 돈 더주고 사세요."
450,223330,2016-02-12,16000.0,6.0,5.0,RPG,0.0,73.0,Pirates,2.0,0.0,1.0,Mostly Positive,,single only,1489.0,486.0,75.4,449.0,44.9,"해적게임이나 RPG게임을 좋아해서 구입하게 된 게임이다.
러시아 제작사에서 만든 게임으로 프렌차이즈 게임이라고 할수 있다.
Sea Dogs란 게임이 2000년 초쯤에 출시 되었는데 그 시리즈의 후속이라고 할수 있다.
러시아쪽이나 유럽에서는 나름대로 인기가 있었던걸로 보인다.
아시아쪽은 지역락이 걸려있다가 최근에서야 언락이 된 게임이다.
이런 해적같은 게임류는 아시아 유저들한테 그렇게 인기를 끌만한 장르는 아닌듯하다.
이 게임을 구입한 사람도 국내 유저로서는 내가 거의 유일하지 않을까 싶다.
아직 게임을 장시간 플레이한건 아니지만 RPG적인 요소와 재밌는 스토리, 많은 퀘스트, 17 세기 카리브해의 매우 아름다운 분위기, 게다가 배경음악도 듣기에 참 괜찮아보인다.
나름대로 즐길꺼리가 많은 게임이다.

다만 아쉬운 점이라면 오래된 게임이라 게임의 인터페이스나 그래픽은 지금의 게임에 못 미치고 한글화가 안되어있어서 언어장벽때문에 플레이하기가 쉽지 않다는 점이다. 초보자들을 위한 튜토리얼도 없어서 어찌보면 불친절한 게임으로 보일수 있다.
도전과제의 경우 50개를 모두 달성할려면 100시간 이상도 부족한 것으로 보인다.
예를 들어서 어떤 우크라이나 유저는 2000시간을 넘게 이 게임에 투자해서 도전과제를 48개를 달성한걸 봤다. 이뿐만 아니라, 1500시간 이상 투자한 유저도 있는데, 도전과제를 90% 정도 달성한걸 봤다.
그 정도로 게임에서 해야 할것이 많고 몇십시간으로는 이 게임을 정복하는건 무리라고 생각한다.

아무튼, 게임 자체는 잘 만들었으며 10점 만점에 9점을 줘도 아깝지 않은 게임임에는 분명하다.
본인은 아직 이 게임에 대해서 모르는게 많은 바 계속적인 플레이 후에 리뷰를 업데이트 할 예정이다.
해적 게임을 좋아한다면 도전해보는것도 나쁘지 않을거라 생각한다."
451,223410,2014-10-18,0.0,6.0,6.0,Indie,0.0,34.0,Massively Multiplayer,6.0,0.0,0.0,Mostly Positive,,,522.0,202.0,5.2,277.0,49.3,Waste of money
452,223430,2012-11-29,5500.0,4.0,4.0,Action,0.0,12.0,Action,4.0,0.0,0.0,,,single only,124.0,232.0,,,49.3,
453,223450,2013-04-25,16000.0,6.0,6.0,Action,0.0,27.0,Indie,5.0,0.0,0.0,Mostly Positive,,single only,173.0,53.0,,,7.8,캐주얼 게임 살때 메타스코어를 믿으면 안됩니다
454,223470,2003-04-13,10500.0,2.0,2.0,Action,0.0,89.0,Open World,7.0,0.0,1.0,Overwhelmingly Positive,Overwhelmingly Positive,single only,67860.0,2716.0,473.5,4571.0,64.1,오줌싸는 게임
455,223490,2014-07-04,10500.0,6.0,6.0,Casual,0.0,0.0,Open World Survival Craft,1.0,0.0,0.0,,,single only,413.0,468.0,0.5,84.0,,"EARLY ACCESS REVIEW
혹시나 이게임의 트레일러를 보고 사고싶다면 절대 비추천합니다. 게임 개발자는 돈먹고 날랐고 1년넘게 업데이트가 이루어 지지 않고 있습니다. 절대 하지마세요."
456,223510,2012-11-29,16000.0,6.0,6.0,Action,0.0,27.0,Survival,1.0,0.0,0.0,Mostly Positive,,single only,860.0,261.0,,,47.2,길을 잘 따라 다니면 어렵지 않은 게임이다. 그런데 그 길을 찾는게 어려울 뿐이다.
457,223630,,,6.0,6.0,Action,0.0,0.0,Indie,3.0,0.0,0.0,,,,403.0,260.0,,,,"나름 재미 있었...던 게임.

발매 초기 빼고는 안들어가봐서 모르겠는데
서버가 없다는데 서버 만들수만 있다면
방송하는 사람들이 하면 잠깐 흥할수도 있을듯."
458,223710,2013-04-26,0.0,6.0,6.0,Action,0.0,0.0,Horror,7.0,0.0,0.0,Very Positive,Very Positive,single only,35042.0,5642.0,165.4,3052.0,,무료맞냐?
459,223730,2012-11-10,12000.0,4.0,4.0,Action,0.0,19.0,Platformer,5.0,0.0,1.0,Very Positive,,single only,415.0,67.0,0.2,107.0,25.2,"화려한 비주얼과 그와 상반되게 어려운 난이도를 자랑하는 플래포머 게임.

아름다운 그래픽과 귀를 이완시켜주는 부드러운 음악이 매력적이다. 게임 스크린샷을 아무데서나 막 찍어도 꽤나 그림이 나온다. 네 종류의 버드(새라기 보단 왠지 벼룩같긴 하지만,)도 대단히 대단히 깜찍해서 얘들끼리 아기자게 노는게 모양새가 이뻐서 참 보기도 좋다.

이런 취향저격성 비주얼에 혹해 이 게임을 시작하게 된다면........ 지옥에 온 걸 환영한다. 게임의 난이도가 제법 센 편이다. 조작부터가 손을 상당히 많이 탄다. 어줍잖은 실력으로는 아마 게임을 금방 지우게 될 것이고, 이 게임을 끝까지 클리어하고 나아가 모든 보너스 스테이지 및 화보 해금까지 도전하려면 욕을 조금 많이 하게 될 것이다. 게임이 진행되고 새로운 능력의 버드가 나올수록 게임이 기하급수적으로 어려워지기 시작하며, 특히나 극악의 마지막 보스 스테이지는 슈퍼 미트 보이나 아이 워너 비 더 뭐시기 시리즈가 생각이 많이 날 거다.

그렇다고 해서 아주 못할정도냐면, 그렇지는 않다. 어느 정도 생각하고 연습하면 언젠가는 반드시 클리어가 가능한 정도. 버드들의 특수능력과 그를 이용한 레벨 디자인이 상당히 정교하게 되어있기 때문이다. 그리고 매우 적절한 지점에 놓여있는 체크포인트(이를 통해 버드들을 교체할 수도 있다.) 덕분에 어느 정도 좌절을 막아주기도 한다.

도전적이고 어느 정도 난이도가 있는 플래포머 게임(그러니까 슈퍼 미트 보이 같은거) 같은거 좋아하는 사람은 이 게임하면 적당히 재미있을 거다. 슈퍼 미트 보이의 난이도를 1~10에서 9 정도로 놓는다면, Fly'n은 못해도 7.5에서 8정도는 된다고 보면 된다. 내가 어지간하면 플래포머 게임에 슈미보 언급 잘 안 하는데, 이런 내가 슈미보를 언급할 정도니 어느 정도 감이 올 것이라 생각된다."
460,223750,2018-03-18,0.0,4.0,6.0,Free to Play,0.0,0.0,Simulation,7.0,0.0,1.0,Very Positive,Very Positive,single and multi,19291.0,3388.0,1494.0,3328.0,,"이제서야 안건데 DLC살꺼면 스팀에서 절대 사지말고 공식홈페이지에서 아이디만들고 구매하시길
나처럼 15만원쓰고 나서 후회하지말고 ㅅㅂ"
461,223810,2013-02-15,16000.0,6.0,2.0,Action,0.0,17.0,JRPG,1.0,0.0,0.0,Very Positive,Very Positive,single only,1779.0,215.0,7.9,544.0,32.0,스팀을 시작하게 된 이유 중 하나.
462,223830,2014-06-17,27000.0,5.0,5.0,Indie,0.0,0.0,Turn-Based Strategy,1.0,0.0,0.0,Mostly Positive,Very Positive,single only,3529.0,478.0,113.8,1601.0,,"외계인을 고문하고 외계인이 만든 물건들을 뜯어내서

외계인보다 더 외계인 같은 전투 부대를 만들어

외계인을 때려잡는 게임입니다

이쯤되면 누가 나쁜놈인지 모르겠네요

게임이 너무 어렵게 느껴진다면 기지 운영부터 시작하세요

기지 운영을 잘하면 백병전은 의외로 쉽습니다"
463,224000,2018-11-27,0.0,5.0,5.0,Free to Play,0.0,6.0,Free to Play,1.0,0.0,0.0,Mostly Positive,,single only,392.0,127.0,0.0,192.0,95.9,"이게임은 NASA랑 공동추진해서 만든 화성 식민지 시뮬레이션인데
사실 게임이 아니고 그 식민화 모델을 3D로 만들어놨댄다
실제 화성탐사선의 궤도와 구체적인 데이터를 기반으로 매우 현실적인 식민지를 구성하여
다양한 언론에서 주목받았다나 뭐라나

그래서 우리가 지금 할 수 있는건 식민지의 아름다운 조명만 관음하는것뿐이다"
464,224040,2014-02-15,10500.0,1.0,1.0,Action,0.0,20.0,Action,9.0,0.0,0.0,Very Positive,,single only,241.0,64.0,,,78.4,"이래저래 말 많았던 게임이라 짐작은 했지만 정말 노잼이네요
컷씬을 실사로 만들 돈과 노력을 게임 자체에다 좀 더 투자를 하지 이건 뭐...
거기서 거기인 적들과 패턴, 단순한 게임진행 여러모로 금방 질리네요"
465,224260,2011-10-31,0.0,6.0,6.0,Action,0.0,112.0,Free to Play,17.0,0.0,1.0,Very Positive,Very Positive,,58512.0,6695.0,467.6,10869.0,41.3,"무료라는 점에 한 번 놀라고
게임을 플레이한 후 한번 더 놀랐으며
플레이어들의 인성과 플레이를 보고 또 한번 놀라게 한 게임"
466,224300,2003-12-17,7500.0,1.0,1.0,Action,0.0,0.0,Action,1.0,0.0,0.0,Very Positive,,single only,740.0,119.0,3.6,52.0,,"게임을 해보려는 사람들에게 남길 말.
그냥 에뮬레이터 구해서 해라.

처음에는 게임 자체가 문제인줄 알았다. 아무리 옛날 게임임을 감안해도 이정도로 심각한 수준인 게임에 높은 점수를 준다는걸 이해를 못했는데, 에뮬레이터로 실행해보고는 알았다. 그냥 PC버전이 존나게 이식이 잘못됐다는거다. PC버전은 아예 잘못됐다. 그냥 에뮬레이터로 해라."
467,224440,,,6.0,6.0,Indie,0.0,0.0,City Builder,1.0,0.0,0.0,,,single only,1060.0,1691.0,,,,"EARLY ACCESS REVIEW
게임 만들다말고 도망간거같다.."
468,224460,2013-11-16,10500.0,6.0,6.0,Adventure,0.0,22.0,Indie,6.0,0.0,1.0,Very Positive,,single only,4633.0,479.0,1.4,518.0,87.6,"짧은 플레이시간이 아쉽지만, 3D와 2D(그림자)를 넘나드는 플레이는 색다른 맛이 있습니다.
트레일러만큼 역동적이게 움직일려면 상당한 노력이 필요할듯 싶네요.
1920년대를 몽환적이게 잘 표현해 놓았습니다. OST도 한 몫합니다.
게임자체의 난이도가 어렵지 않으니, 한번 도전해 보시길 바랍니다."
469,224480,2014-01-30,15400.0,5.0,5.0,Action,0.0,32.0,Comedy,12.0,0.0,1.0,Very Positive,Very Positive,single only,8167.0,573.0,25.5,1810.0,48.4,"게임을 하는 도중 주위의 모든 것을 어지럽히고 더럽히는 자기자신을 보면서 주위사람들에게 미안함을 느끼게 만드는 게임입니다.
하지만 점점 죄책감이 없어지게 되고 결국 온갖방향으로 튀는 내 발(촉수...)들을 보면서 웃게된다면 이제 입문은 벗어간거고요 ㅎㅎ

일단 스토리는 그렇다고치고, 게임플레이가 독창적이어서 재밌습니다.
수술시뮬레이터보다 조금 쉬운 QWOP형 게임을 하는 듯 합니다.
그리고 한글 번역이 있었으면 굉장히 좋았을 텐데... 라는 생각을 하게 만드는데, 왜냐면 내가 발을 원하는 곳으로 움직여보려고 최대한 노력하고 있는 와중에 주변인물들이 툭툭던지는 대사가 굉장히 쏠쏠한 재미가 있어요.
일상영어를 이해할 수 있다면 더욱 재밌는 플레이가 되겠네요.

그리고 Steam 창작마당의 존재가 게임에 확연한 플러스 요소가 되는 게임중 하나 일겁니다.
본 게임 내에서도 여러 플레이가 있지만 유저들이 직접 만들 스테이지를 플레이해보니 정말 재밌는 아이디어들이 많네요.
출시된지 한달도 되지 않았으니 더욱 많은 창작 스테이지들이 나올거라 예상합니다.

총평으로 8/10 입니다. 즐겜유저이면서 캐주얼한 게임 좋아하신다면 충분히 플레이해볼만 합니다. $14.99는 합당한 가격이지만 할인할때 사시면 더욱 만족스런 구매가 되겠네요"
470,224500,2016-02-24,16000.0,6.0,6.0,Indie,0.0,0.0,Colony Sim,1.0,0.0,0.0,Mostly Positive,,single only,2656.0,775.0,17.6,2040.0,,"EARLY ACCESS REVIEW
Don't buy it. Don't play it. Don't learn it.

You may lost your life."
