,Unnamed: 0,appid,title,releaseDate,price,developer tier,publisher tier,genre,early access,achievement,tag,languages,steam award,DLC,recent positive,all positive,single or multi,positive review,negative review,recent player,peek player,most achieved rate,review
1444,1444,650680,Golem Creation Kit,2017-07-15 00:00:00,5500.0,6.0,6.0,Casual,0.0,35.0,Indie,1.0,0.0,1.0,,positive,single only,45.0,15.0,0.0,18.0,66.5,
1445,1445,650690,Plumber 3D,,,6.0,6.0,Adventure,0.0,0.0,Adventure,1.0,0.0,0.0,,no user reviews,single only,,,,,,
1446,1446,650700,Yume Nikki,2018-01-10 00:00:00,,6.0,2.0,Adventure,0.0,0.0,Free to Play,2.0,0.0,0.0,very positive,very positive,single only,4364.0,313.0,35.4,463.0,,"이게임을 알면 그새끼는 슬슬틀딱이다
물론 나도 그렇다
만약 언더테일같은 느낌을 받으러왔다면 안하는게 좋다
걍 이거는 아무생각 없이하는거다
게임이라고 하기에도 무리수가있음"
1447,1447,650720,SlipDrive,2018-08-18 00:00:00,5500.0,6.0,6.0,Action,0.0,12.0,Flight,1.0,0.0,0.0,,3 user reviews,single only,1.0,3.0,,,50.0,
1448,1448,650730,Weeping Skies,2017-06-16 00:00:00,7500.0,4.0,4.0,Adventure,0.0,0.0,Adventure,1.0,0.0,0.0,,mixed,single only,9.0,9.0,0.0,6.0,,"왠지 주인공 아부지가 영국오이를 닮았다...ㅋㅋ
아주 조금 플레이해보았으나...

동영상에서 모든 소리가 끊기고 무음으로 진행됨
동영상 화질구지...
성우 없음
왠지 몰입감 떨어지는 스토리(개인적 감상..)
도전과제나 카드와 같은 플레이 지속요소 없음

번들에 딸려와서 실행해보았으나 재미가 읍당...."
1449,1449,650740,Leap of Champions,2020-02-02 00:00:00,8500.0,6.0,6.0,Action,1.0,41.0,Action,1.0,0.0,0.0,,1 user reviews,single and multi,24.0,13.0,,,32.2,"Product received for free

EARLY ACCESS REVIEW
inkook"
1450,1450,650750,HYPERNOVA: Escape from Hadea,2017-09-06 00:00:00,15500.0,5.0,5.0,Action,0.0,35.0,Strategy,6.0,0.0,0.0,,mostly positive,single only,60.0,13.0,,,73.5,
1451,1451,650760,侠客风云传前传(Tale of Wuxia:The Pre-Sequel),2017-08-15 00:00:00,18000.0,6.0,3.0,Adventure,0.0,0.0,RPG,3.0,0.0,1.0,very positive,mostly positive,single only,1722.0,500.0,84.8,503.0,,"1. 그래픽 및 사운드: 평범하다. 물론 전작과 비교한다면 그래픽은 크게 발전했다. 특히 환경 그래픽이 많이 좋아졌고, 무공의 이펙트가 화려하며 더 다이나믹하게 변하였다.

2. 캐릭성: 전작과 다르게 주인공이 정해져있다. 주인공이 쓸 수 있는 무공의 종류도 정해져있는 등 커스터마이징 부분이 아쉽긴 하지만, 주인공이 정해져 있는 만큼 캐릭터의 성격이 뚜렷하게 나와서 보기 좋았다. 특히 주인공 중 한명인 현극의 성격이 전작에 비해 매우 잘 나타났다고 생각한다. 다만 주인공 3인 외에 동료들의 캐릭성은 전작과 비슷한 수준이다.

3. 동료 시스템: 전작의 동료는 그냥 쩌리였다. 하지만 이번작에서 동료는 매우 중요한 위치를 가진다. 동료들마다 특색있는 무공과 쓰임새를 가지고 있으며, 무공의 종류도 다양하여 주인공들의 무공이 정해져있는 점에 대한 아쉬움을 달래준다. 동료들마다 티어가 나뉘어져 있긴 하지만(고유 무공 때문이다. 이 겜은 결국 무공으로 시작해서 무공으로 끝난다) 맘 먹고 키워주면 어떤 동료든 후반부까지 잘 쓸 수 있다.

4. 퀘스트: 정말 높은 점수를 주고 싶다. 퀘스트가 다른 퀘스트로 연계되기도 하며, 하나의 퀘스트가 진행 도중 막혀 다른 퀘를 진행하다 보면 그 퀘들이 서로 연계되어 진행되기도 한다. 메인퀘는 물론 사이드 퀘들의 스토리도 상당히 흥미 진진하다. 동료들을 영입하기 위해 해야하는 퀘스트들이 있으며, 단순한 것부터 나름의 스토리를 가진 퀘들까지 다양하다. 게다가 특정 동료가 있어야 진행되는 퀘스트가 있으며, 특정 동료가 있을시 어떤 과정을 거치지 않고 수월하게 진행되는 퀘스트도 있다. 당연히 동료에 누가 있느냐에 따라 대화지문도 조금씩 차이를 보인다.

5. 멀티엔딩: 엔딩이 2가지가 존재하며, 그 외에 찾기 힘든 퀘들과 그에 따른 아이템이나 무공 보상 등이 있어 다회차 요소가 충분하다. 아쉬운 것은 새 시작시 보상이 없다는 점(전작은 있었는데...)

6. 랜덤 이벤트: 맵을 돌아다니다 보면 랜덤으로 이벤트가 발생하는데, 이 이벤트가 다른 이벤트로 연결되기도 한다. 이러한 세세한 요소는 게임의 지루함을 감소시켜주는 중요한 역할을 한다고 본다.

여기까지가 장점이고, 이 장점들을 다 씹어먹고 스팀 평가를 부정적으로 만든 요소를 보도록 하자.

1. 버그, 버그, 버그: 진행이 불가능할 정도로 심한건 아니지만, 버그 때문에 특정 동료(사연)들은 사용이 불가능하다. 무공쓰면 화면이 멈춰 버려서... 그 외에 갑자기 게임 진행이 안되는 등의 버그들이 다수 있다.
(2018년 7월 기준 심각한 버그들은 다 수정되었다.)

2. 영문판은 번역 수준이 개똥같다: ㄹㅇ 심각하다. 어느정도냐면 모국어가 아니라서 다행이라는 생각이 들 정도. 대충 알아 들으니 그냥 그러려니 넘어가지만 한국어가 그딴 식으로 번역되어 있었으며 몰입에 심각한 방해가 됐을 것이다. 특히 몇 몇 구간은 ㄹㅇ 개떡같아서 해석이 어렵다. 회사가 작아서 그런지 제대로 된 번역가를 구하지 못하는 것 같다. 다른 것도 아니고 영어가 이렇게 개판인 겜은 정말 찾기 힘들다.
(2018년 7월 기준 우린 어차피 한글판으로 한다.)

3. 연애가 없다: 전작은 있었잖아 시부럴
(2018년 7월 기준...이건 바뀐게 없다...)

결론

한글패치가 진행될 예정이나 먼 미래의 일이고...영문은 개떡같고, 버그도 있다.
그러나 재미있다! 게임의 가장 중요한 요소는 결국 이거 아닌가? 가격대비 미친듯이 컨텐츠가 풍부하며 그 컨텐츠들이 단순 노가다를 강요하는 것도 아니다. 솔직히 스팀 평가가 부정적이라는게 이해가 안갈 정도다. 소비자의 입장이나 이 정도 퀄리티면 가격이 최소 3~4만은 되야 한다고 본다. 무협을 좋아하거나 RPG를 좋아한다면 추천하고 싶다.

2018년 7월 기준 본편 한글패치 99% 2차 검수 완료, DLC 유명로 번역율 30%"
1452,1452,650770,Time Gun / 时间枪,2017-07-07 00:00:00,10500.0,6.0,6.0,Action,0.0,0.0,Action,3.0,0.0,0.0,,1 user reviews,single only,5.0,2.0,,,,
1453,1453,650780,AngerForce: Reloaded,2017-09-15 00:00:00,10500.0,5.0,5.0,,0.0,64.0,Shooter,7.0,0.0,0.0,,very positive,single and multi,326.0,32.0,,,64.5,"건버드의 귀환?
다만 악역도 캐릭터성 있는 놈들이 등장했으면 했는데 아쉽다."
1454,1454,650810,Imperatum,2018-07-17 00:00:00,20050.0,6.0,6.0,Action,0.0,33.0,Action,1.0,0.0,0.0,,mostly negative,single only,8.0,17.0,0.0,4.0,41.8,
1455,1455,650820,Psychic Isolation,2017-08-15 00:00:00,1100.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,4 user reviews,single only,2.0,2.0,,,,
1456,1456,650860,Wrath of Loki VR Adventure,2017-11-17 00:00:00,3300.0,5.0,5.0,Adventure,0.0,10.0,Indie,7.0,0.0,0.0,,mixed,single only,33.0,25.0,,,70.6,
1457,1457,650880,Beyond the Invisible: Evening,2017-06-22 00:00:00,10500.0,6.0,6.0,Adventure,0.0,0.0,Casual,2.0,0.0,0.0,,5 user reviews,single only,14.0,14.0,,,,버그때문에 초기화도 못하고 그냥 그 자리에서 맴돌다가 계속하다가 끔. 힌트는 엉뚱한 천장을 가르키고 요정이라는 애는 아무것도 못함 성격급한 나는 매직에너지를 봤으니 그냥 넘겼는데 그게 요정한테 안들어가서 첫장부터 진행이 안됨. 난 별로임 분명 나는 여러번 시도했지만 굳이 다시 깔아야 할 만큼 재미가 있는거도 아님
1458,1458,650940,Rogue Empire: Dungeon Crawler RPG,2019-01-25 00:00:00,15500.0,5.0,5.0,Indie,0.0,44.0,Traditional Roguelike,1.0,0.0,1.0,,very positive,single only,294.0,38.0,5.1,329.0,76.4,똥맛나는데 결국 또 여기로 온다
1459,1459,650980,Naklua VR,2017-11-10 00:00:00,2200.0,6.0,6.0,Adventure,0.0,0.0,Indie,1.0,0.0,0.0,,4 user reviews,single only,2.0,3.0,0.0,1.0,,
1460,1460,650990,Run Jump Die Repeat,2017-06-15 00:00:00,1100.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,1 user reviews,single only,0.0,1.0,,,,
1461,1461,651010,Nurbits,2017-07-18 00:00:00,10500.0,6.0,6.0,Casual,0.0,18.0,Puzzle,1.0,0.0,0.0,,7 user reviews,single only,6.0,3.0,,,44.4,"레벨 하나 깰 때마다 해당 멜로디를 다시 확인시켜주는 게 신경을 과하게 자극합니다.
그렇다고 딱히 합주가 자극이 적은 건 아니었던 것 같아요.
퍼즐 난이도는 서서히 높아지다가 갑자기 차원수가 하나 늘어버리네요, 전 못 하겠어요."
1462,1462,651080,Moon Landing VR,2018-11-08 00:00:00,0.0,6.0,6.0,Casual,0.0,0.0,Casual,1.0,0.0,0.0,,7 user reviews,single only,4.0,3.0,,,,
1463,1463,651090,Aces High III,2016-09-15 00:00:00,0.0,6.0,6.0,Free to Play,0.0,0.0,Free to Play,1.0,0.0,0.0,,mixed,single only,194.0,131.0,4.4,90.0,,"지상,공중 등등 장비가 한전장에 쌉갓겜 근데 이해가안되는부분이 많음 밀덕아니면 하지마셈"
1464,1464,651120,Diesel Express VR,2019-01-24 00:00:00,10500.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,mostly positive,single only,12.0,5.0,,,,"EARLY ACCESS REVIEW
화물 열차를 지키는 총잡이가 되어

기름을 노리는 밴딧들과 총격전을 하며 매드맥스같은 추격전을 하는 VR게임입니다


게임방식은 쉽고 캐주얼 하기때문에 접대용으로도 좋을것 같습니다"
1465,1465,651150,Quantum League,2021-04-15 00:00:00,10500.0,5.0,5.0,Action,1.0,0.0,Action,11.0,0.0,0.0,,mostly positive,,1743.0,557.0,,,,"EARLY ACCESS REVIEW
정말 재미있습니다. 오랜만에 기발하고 참신한 새로운 전략게임이었네요.

쭉 발전해서 승승장구 했으면 좋겠습니다.

이런게임이 많이 나오고 크게 되야합니다."
1466,1466,651170,Deep Horizon,2017-07-10 00:00:00,2200.0,6.0,6.0,Action,0.0,5.0,Casual,1.0,0.0,0.0,,3 user reviews,single only,4.0,2.0,,,90.3,
1467,1467,651280,TinkerQuarry,2019-09-13 00:00:00,5500.0,6.0,6.0,Adventure,0.0,0.0,RPG,1.0,0.0,0.0,,3 user reviews,single only,77.0,7.0,3.4,12.0,,
1468,1468,651310,Hentami: Vendetta,2018-07-10 00:00:00,,6.0,6.0,Action,0.0,0.0,Nudity,1.0,0.0,0.0,,no user reviews,single only,,,,,,
1469,1469,651340,Shephy,2017-08-04 00:00:00,5500.0,2.0,2.0,Casual,0.0,29.0,Card Game,4.0,0.0,0.0,,mostly positive,single only,108.0,32.0,,,87.8,"덱의 이벤트 카드를 사용해서 필드의 양카드를 1000마리로 만드는 게임입니다!
덱이 3번 순환하기 전에 1000마리 양카드로 합치는 것이 기본 목표입니다.
덱에는 양을 늘리는 카드와 양을 줄이는 카드가 있으며,
덱의 카드는 모두 사용되어야 하기 때문에, 각각의 카드를 언제 써야할 것인지, 잘 고민하는 것이 중요합니다.
[챌린지 모드에서는 1000양카드의 유무에 상관없이 무조건 3사이클합니다.]
스토리 모드는 쓸데없이 진지해보인다.

게임 자체의 난이도는 그다지 어렵지 않기 때문에 저도 재미있게 플레이할 수 있었습니다.
[포스트 러브즈는 추가된 규칙으로 인해 다소 어려웠습니다.]

카드의 일러스트도 귀엽고 게임의 룰도 간단하기 때문에 복잡한 게임을 힘들어 하시는 분도 좋을 것 같습니다.


+ 귀여운 일러스트
+ 쉬운 게임 룰, 난이도
+ 스토리 모드(포스트 러브즈)가 있으며 각각에 추가적인 룰이 설정되어 있어서 지루함을 덜어준다.(난이도 상승)
+ Support 'Simplified Chinese' and 'Korean'

- 단조로운 게임 플레이(장점이자 단점)
- 일부 조작이 컨트롤러로는 불가능한 것 같다.
- 키보드 위주의 조작설명.(컨트롤러 조작에 대한 설명은 다소 부족하다.)
- 포스트 러브즈의 난이도가 올라갈 수록 운적인 요소가 커진다.

8/10"
1470,1470,651360,Eskimo Bob: Starring Alfonzo,2017-07-22 00:00:00,3300.0,5.0,5.0,Indie,0.0,16.0,Indie,1.0,0.0,0.0,,6 user reviews,single only,12.0,0.0,,,16.5,
1471,1471,651370,A Rip In Time,,,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,no user reviews,single only,,,,,,
1472,1472,651380,BANG! BANG! Totally Accurate Redneck Simulator,2020-05-05 00:00:00,1100.0,6.0,6.0,Action,0.0,0.0,Casual,1.0,0.0,0.0,,very positive,single only,211.0,17.0,0.3,21.0,,"EARLY ACCESS REVIEW
재밋습니다 캐릭터들이 병맛인데 술을 거하게 마셨는지 에임이 계속 흔들립니다 킬링타입 좋습니다"
1473,1473,651470,Onirim - Solitaire Card Game,2017-07-26 00:00:00,0.0,2.0,2.0,Casual,0.0,58.0,Free to Play,5.0,0.0,1.0,,very positive,single only,158.0,37.0,1.3,29.0,77.2,"문양을 이용한 Solitaire

나름 재미난 Solitaire류의 게임입니다.
동일한 색상의 카드에서 문양을 서로 교차시키면서 3장을 배치하면
해당 색상의 문 카드를 덱에서 수집할 수 있죠.
이를 이용하여 4가지 색상의 문 카드를 모두 2장씩 총 8장을 수집하면 클리어!

운이 상당히 중요한 게임이며,
열쇠 카드를 잘 활용해야 하는 게임이죠.

카드 중에는 플레이를 방해하는 악마 카드가 존재합니다.
이 악마카드를 드로우하면 4가지 선택지가 주어지는데,
덱에서 5장 제거, 핸드 카드 모두 제거, 문 하나 제거가 존재하죠.
가장 적은 손실이 가능한 것은 위의 3가지가 아닌 열쇠 카드 소모입니다.
열쇠 카드 1장만을 소모하여 이 악마 카드를 제거할 수 있죠.

열쇠 카드는 이 외에도 다양하게 활용됩니다.
드로우 도중 문 카드를 드로우했을때 핸드에 열쇠 카드가 있으면
이를 덱으로 되돌리지 않고 드로우할 수 있죠.

또한, 열쇠 카드를 버리기할 경우
덱의 위에서부터 5장의 카드를 확인하고 순서를 변경시킬 수 있습니다.
이때, 악마 카드가 있으면 가장 뒤로 보내서 무덤으로 보내기가 가능하죠.

어쨌든, 악마 카드들을 피하면서 모든 문을 획득하면 클리어!

아쉬운 점
-악마 카드의 수가 생각보다 많음/ 3연속 나오기도"
1474,1474,651490,No Longer Home,2021-07-30 00:00:00,15500.0,6.0,2.0,Adventure,0.0,12.0,Interactive Fiction,3.0,0.0,1.0,,mostly positive,single only,154.0,41.0,1.7,22.0,77.9,
1475,1475,651500,My Memory of Us,2018-10-09 00:00:00,18500.0,4.0,4.0,Action,0.0,23.0,Adventure,15.0,0.0,1.0,,very positive,single only,616.0,48.0,1.5,28.0,65.1,"참혹한 전쟁 속에서 강인하게 피어나는 우정.

각기 다른 능력을 지신 소년과 소녀를 조종해 전쟁의 공포가 지배하는 잔혹한 세상에서 무사히 생존해나가야 하는 퍼즐 플랫포머 게임이다. 흑백의 단조로운 느낌의 그래픽은 우울하고 슬픈 과거의 이야기를 보는 듯한 느낌을 준다. 게임상에서 유일하게 사용되는 색이 바로 붉은색인데, 전쟁으로 인한 참혹한 분위기와 더불어 피, 차별, 억압 등의 이미지를 풍겨 게임의 비극적인 분위기가 더욱 강조된다. 그 밖에 초반의 잔잔하고 익살스러운 분위기에서 게임이 진행될수록 웅장하고 우아한 분위기로 변하며 흘러나오는 음악 역시 수준급.

전쟁의 주체로 등장하는 건 악의 로봇 세력이지만, 그들의 군복과 잔인한 행동들을 보면 빼도 박도 못하게 세계 2차 대전 시절 나치군임을 어렵지 않게 파악할 수 있다. 세계 2차 대전의 원흉을 그저 '악의 제왕'으로 검열(?)하는 등, 과거 나치군의 추악한 행적을 사악한 로봇 무리의 야망으로 은유적으로 표현하고 한 듯하다. 독일의 폴란드 침략부터 아우슈비츠 수용소, 바르샤바 봉기 등 2차 대전 당시 폴란드의 굵직한 사건들이 게임에 전부 들어가있으며, 수집거리인 기억은 아예 대놓고 2차 대전 당시 폴란드의 위인들과 관련된 내용을 담고 있다. 조금 과장해서 말하자면 폴란드의 근대사를 담고 있는 역사 교과서의 역할을 하는 게임이라고 봐도 좋을 정도.

초반 이미지가 그다지 좋은 게임은 못 되는데, 패드 플레이의 경우 키배치가 이상한데다가 인식도 미묘하게 잘 안 되서 조작에 적응하기가 좀 어렵다. (엑박 패드 기준으로 왜 X키에 아무런 기능을 넣지 않았는지 진짜 의문이다.) 또한 캐릭터의 이동을 멈출 때 살짝 미끄러진다던가 미묘하게 조작이 씹히기도 하는 등, 조작감이 좋은 게임은 아니다. 특히나 지형지물에 몸을 숨기면서 진행해야 하는 세세한 조작이 필요한 구간이 꽤 있는데, 미끄러지는 조작감 때문에 죽는 상황이 꽤 나온다. 그 밖에 동선이 좀 길게 형성되있다는 점도 문제.

그래도 전반적인 레벨 디자인과 난이도, 게임의 흐름은 무난히 괜찮은 편이다. 마의 9챕터를 제외하면 소년과 소녀의 역할 배분이 뛰어나고 힌트 제공도 충분해 무난히 게임을 진행할 수 있다. 은근히 미니 게임이 다양하게 준비되있는 게임이며 적절한 상황에 적절한 미니 게임이 등장해 크게 어색하게 느껴지지 않으면서도 머리를 적당히 써가며 푸는 재미도 쏠쏠하다. 소년과 소녀가 지닌 아이템을 서로 교환하는 기능만 구현되있었더라면 정말 좋았을 듯하다. 다만 패트릭 스튜어트의 나레이션이 흘러나오는 챕터와 챕터 사이의 연결이 조금 부자연스럽게 느껴질 때가 있는데, 크게 거슬리진 않는다. 패트릭 옹의 담담한 어투의 나레이션을 듣는 재미도 좋고 말이다.

조작감이 좋지 않아 적응이 어려울 순 있겠지만, 은유적인 방식으로 과거의 아픈 역사를 전달하고자 한 시도는 높게 평가할 만하고 퍼즐 플랫포머로써의 전반적인 밸런스도 꽤나 괜찮은 편이다. 발리언츠 하트와 더불어 세계 대전 시절을 모티브로 한 좋은 게임으로 평가받을 만한 게임이다."
1476,1476,651520,Castle Defender,2017-06-09 00:00:00,1100.0,6.0,6.0,Casual,0.0,0.0,Casual,1.0,0.0,0.0,,5 user reviews,single only,8.0,10.0,0.0,2.0,,
1477,1477,651550,ConcPerfect 2017,2017-07-31 00:00:00,1100.0,6.0,6.0,Action,0.0,24.0,Action,1.0,0.0,0.0,,mostly positive,single only,18.0,7.0,,,61.4,
1478,1478,651560,Clash of Robots,2017-11-09 00:00:00,10500.0,6.0,6.0,Action,0.0,20.0,Action,13.0,0.0,0.0,,1 user reviews,single only,4.0,7.0,0.0,9.0,37.5,
1479,1479,651600,Jumps VR,,,6.0,5.0,Action,0.0,0.0,Racing,1.0,0.0,0.0,,no user reviews,single only,,,,,,
1480,1480,651610,Booty Diver,2017-03-25 00:00:00,5500.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,no user reviews,single only,1.0,0.0,0.0,0.0,,
1481,1481,651640,The Spook Inspectors,2019-01-26 00:00:00,15500.0,5.0,5.0,Action,1.0,6.0,Action,1.0,0.0,0.0,,positive,single only,14.0,2.0,,,86.8,
1482,1482,651650,Dunia: Masters,2017-02-25 00:00:00,1100.0,6.0,6.0,Adventure,0.0,0.0,Adventure,1.0,0.0,0.0,,6 user reviews,single only,6.0,7.0,,,,
1483,1483,651660,Halcyon 6: Starbase Commander (LIGHTSPEED EDITION),2017-08-10 00:00:00,16000.0,5.0,5.0,Indie,0.0,82.0,4X,1.0,0.0,1.0,,very positive,single only,586.0,148.0,5.6,409.0,75.4,"재미는 있고, 스타게이트, 스타트랙, 파스케이프, 바빌론6등등 다양한 SF드라마 밈들이 가득합니다.
다만 가격대비 볼륨은 최악입니다. [더 다양한 업데이트를 충분히 할수 있음에도 제작진이 좀 게으른것 같습니다.]
가격 대폭 할인할때 구매를 추천합니다."
1484,1484,651670,Star Renegades,2020-09-08 00:00:00,26000.0,2.0,2.0,Action,0.0,44.0,Roguelike,10.0,0.0,1.0,very positive,very positive,single only,1777.0,300.0,59.3,1772.0,87.1,한국어 나옵니다
1485,1485,651680,Shalnor Legends: Sacred Lands,2018-01-25 00:00:00,10000.0,6.0,6.0,Action,0.0,50.0,Adventure,1.0,0.0,1.0,,mixed,single only,29.0,13.0,,,87.5,
1486,1486,651690,Double Play: 2-Player VR Baseball,2017-07-22 00:00:00,10500.0,6.0,6.0,Sports,0.0,16.0,Sports,1.0,0.0,0.0,,3 user reviews,,3.0,1.0,,,43.8,
1487,1487,651820,Little Miss Lonely,2017-06-09 00:00:00,5500.0,6.0,6.0,Indie,0.0,0.0,Indie,1.0,0.0,0.0,,1 user reviews,single only,3.0,2.0,,,,
1488,1488,651940,Debris Field,2019-01-15 00:00:00,10500.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,no user reviews,single only,,,0.3,1.0,,
1489,1489,651950,Collapsus,,,5.0,5.0,Casual,0.0,0.0,Casual,8.0,0.0,0.0,,no user reviews,single only,,,,,,
1490,1490,651970,NEON GALAXY,2017-07-06 00:00:00,2200.0,6.0,6.0,Action,0.0,18.0,Action,1.0,0.0,0.0,,3 user reviews,single and multi,2.0,2.0,,,83.6,
1491,1491,651990,The Montana Chronicles: Montana's Croatoa,2017-07-08 00:00:00,2200.0,6.0,6.0,Casual,0.0,22.0,Casual,1.0,0.0,0.0,,no user reviews,single only,1.0,0.0,,,37.5,
1492,1492,652030,Tessa's Ark,2017-07-13 00:00:00,0.0,6.0,6.0,Indie,0.0,9.0,Indie,1.0,0.0,0.0,,mixed,single only,22.0,14.0,,,73.8,
1493,1493,652040,Children of Apollo,2017-11-10 00:00:00,4400.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,4 user reviews,single only,7.0,3.0,,,,
1494,1494,652050,The Labyrinth,2021-01-09 00:00:00,5500.0,6.0,6.0,Adventure,1.0,50.0,Adventure,1.0,0.0,0.0,,positive,single only,24.0,3.0,,,49.7,
1495,1495,652060,Curse of the Great Forest,2017-04-15 00:00:00,0.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,4 user reviews,single only,2.0,2.0,,,,
1496,1496,652070,Bump+Smack,2017-08-09 00:00:00,1100.0,6.0,6.0,Casual,0.0,17.0,Indie,27.0,0.0,0.0,,2 user reviews,single only,3.0,2.0,,,52.5,
1497,1497,652090,Blockara,2016-04-21 00:00:00,7500.0,6.0,6.0,Action,0.0,11.0,Action,1.0,0.0,0.0,,3 user reviews,single only,3.0,1.0,,,13.0,
1498,1498,652120,Humble Abode,2017-06-27 00:00:00,1100.0,6.0,6.0,Adventure,0.0,0.0,Adventure,1.0,0.0,0.0,,4 user reviews,single only,4.0,1.0,,,,
1499,1499,652130,Lupus in Fabula,2017-07-14 00:00:00,7500.0,6.0,6.0,Adventure,0.0,15.0,Indie,1.0,0.0,0.0,,6 user reviews,single only,8.0,1.0,,,28.9,
1500,1500,652140,Echo Nine,2017-11-08 00:00:00,5500.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,no user reviews,single only,1.0,0.0,0.0,1.0,,
1501,1501,652160,DC Wonder: Unlimited,2017-06-15 00:00:00,5500.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,1 user reviews,single only,1.0,0.0,,,,
1502,1502,652180,VR Guest,2017-06-01 00:00:00,10500.0,6.0,6.0,Adventure,0.0,0.0,Adventure,1.0,0.0,0.0,,2 user reviews,single only,2.0,2.0,,,,
1503,1503,652190,Emily Wants to Play Too,2017-12-14 00:00:00,8500.0,6.0,6.0,Action,0.0,14.0,Horror,1.0,0.0,0.0,,very positive,single only,288.0,57.0,1.4,20.0,37.0,"Product received for free

씨부레 그냥 버그 좆망겜이네요 라임님 사랑합니다"
1504,1504,652200,Chromaestro,2016-04-19 00:00:00,1100.0,6.0,6.0,Casual,0.0,17.0,Indie,1.0,0.0,0.0,,3 user reviews,single only,3.0,0.0,,,78.3,
1505,1505,652230,CrazyCar,2017-07-27 00:00:00,6500.0,5.0,5.0,Adventure,0.0,0.0,Racing,4.0,0.0,1.0,,8 user reviews,single only,24.0,56.0,0.3,3.0,,"대학 과제를 실수로 스팀에 제출한 느낌

클래식과 함께하는 물리엔진 테스트"
1506,1506,652250,Pond Wars,2019-06-18 00:00:00,5500.0,6.0,6.0,Indie,0.0,0.0,Indie,1.0,0.0,0.0,,1 user reviews,,1.0,0.0,,,,이거 보다 못만든 게임있으면 좀 알려주세요
1507,1507,652270,Dark and Bright,2017-11-30 00:00:00,4400.0,6.0,6.0,Indie,0.0,28.0,JRPG,2.0,0.0,0.0,,1 user reviews,single only,9.0,1.0,,,36.6,
1508,1508,652310,Khufu's Delivery Service,2018-01-20 00:00:00,1100.0,6.0,6.0,Casual,0.0,0.0,Indie,1.0,0.0,0.0,,1 user reviews,single only,1.0,0.0,,,,
1509,1509,652330,HereAfter,2017-10-27 00:00:00,0.0,6.0,6.0,Action,0.0,0.0,Free to Play,1.0,0.0,0.0,,mostly positive,single only,25.0,7.0,,,,
1510,1510,652340,Flagsplosion,2017-06-29 00:00:00,3300.0,5.0,5.0,Casual,0.0,45.0,Indie,1.0,0.0,0.0,,positive,single only,46.0,4.0,,,87.4,"과유불급, 레벨이 진짜 조오오오오오오오오오오오오오오오오오오오오오온나 많다. 심지어 그 모든 레벨을 다 클리어해야 도전과제 전부 획득 가능. 개발자야, 꼭 이렇게 해야만 했냐 시발. 사실상 게임하는 시간보다 위키피디아에서 영어로 검색하는 시간이 더 길어 개석기야. 흑흑, 컴퓨터 학원 선생님 오늘도 1승 챙기시는군요. 영타를 최소 300타 이상은 나오게 유지하라던 당신의 가르침은 결코 헛되지 않았습니다."
1511,1511,652360,BFF or Die,2018-09-13 00:00:00,5500.0,6.0,6.0,Action,0.0,40.0,Co-op,1.0,0.0,0.0,,mixed,single and multi,36.0,13.0,0.8,8.0,11.7,모여라! 챱!
1512,1512,652390,Mr Rabbit's Alphabet Forest Adventure,2018-07-18 00:00:00,5500.0,6.0,6.0,Casual,0.0,0.0,Casual,4.0,0.0,0.0,,1 user reviews,single only,14.0,7.0,,,,
1513,1513,652410,Brigand: Oaxaca,2017-07-12 00:00:00,6500.0,5.0,5.0,Action,0.0,70.0,CRPG,1.0,0.0,1.0,,very positive,single only,249.0,11.0,,,24.0,
1514,1514,652460,Fragmentum,2015-12-02 00:00:00,10500.0,6.0,6.0,Indie,0.0,7.0,Strategy,1.0,0.0,0.0,,3 user reviews,single only,5.0,1.0,0.0,3.0,19.3,
1515,1515,652470,Hex Tunnel,2017-07-05 00:00:00,5500.0,6.0,6.0,Indie,0.0,0.0,Indie,1.0,0.0,0.0,,2 user reviews,single only,2.0,4.0,0.0,1.0,,
1516,1516,652480,Killbox,2016-04-01 00:00:00,0.0,6.0,6.0,Action,0.0,0.0,Indie,1.0,0.0,0.0,,mixed,single only,41.0,22.0,,,,
1517,1517,652510,ESCAPE Room: Reality,2017-06-21 00:00:00,9500.0,6.0,6.0,Casual,0.0,26.0,Indie,1.0,0.0,0.0,,positive,single only,12.0,1.0,,,69.9,
1518,1518,652520,MarionetteAI,2017-11-21 00:00:00,,6.0,6.0,Indie,0.0,42.0,Simulation,2.0,0.0,0.0,,4 user reviews,single only,4.0,1.0,,,10.4,
1519,1519,652530,Potentia,2017-07-04 00:00:00,1100.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,5 user reviews,,9.0,1.0,,,,
