,Unnamed: 0,appid,is_top_seller,title,releaseDate,price,developer tier,publisher tier,genre,early access,achievement,tag,languages,steam award,DLC,recent positive,all positive,single or multi,positive review,negative review,recent player,peek player,most achieved rate,review
230,230,355980,1,Dungeon Warfare,2015-11-05,9900.0,5,5,Indie,0,35,Tower Defense,7,0,0,very positive,overwhelmingly positive,single only,1544,66,23.0,455.0,88.9,"타워디펜스 게이머라면 후회하지 않을겁니다.

장점

+호쾌한 사운드
+다양한 상호작용
+스팀 창작마당 지원
+세부적인 난이도 조절가능



-개성 부족
-스토리 부재
-단순한 BGM





구매하시기 전 아머게임즈에서 데모를 플레이해보세요.



잘 만든 정석 타워디펜스를 하고 싶으신 분



독특한 타워디펜스 게임을 기대하시는 분



정말 오랜만에 보는 기본이 탄탄한 타워디펜스입니다. 함정과 방해물, 포탑등을 설치하는 정석 타워디펜스로 다른 타워디펜스와 차이점은 크게 없으나 탄탄한 기본기로 인해 재미가 보장됩니다. 부드러운 픽셀 아트와 푸쉬 트랩으로 낭떠러지로 적을 밀어버릴때 울려퍼지는 비명은 보다 더 많은 푸쉬 트랩을 사용하도록 하는 중독성이 있으며 적당히 점점 어려워지는 난이도는 도전욕구를 자극합니다. 컨텐츠를 모두 즐겨도 창작마당을 지원하기 때문에 오래 할 수 있습니다. 너무나도 정석적인 것을 제외하고는 흠 잡을 곳이 없는 게임입니다."
231,231,577690,1,Spooky's Jump Scare Mansion: HD Renovation,2017-03-01,10500.0,5,5,Action,0,34,Horror,4,0,0,very positive,overwhelmingly positive,single only,1557,77,16.4,173.0,86.9,"저는 무료판을 플레이한 이후 이 게임에게서 돈을 더 투자해야할 가치를 느꼈습니다.

처음으로 무료판을 이미 플레이 하신 뒤에 HD판을 살 것을 고려하시거나 두 개의 제품을 두고 고민하시는 분들을 위해 제가 플레이 하면서 느꼈던 생각을 토대로 주관적으로 평가를 썼습니다. 우선적으로 그래픽 면에서는 당연하게도 HD리마스터가 좋으므로 그래픽만을 따지시는 분들은 구매를 고려하셔도 좋을것같습니다. 영어 실력을 떠나서 영어가 들어있는 게임 자체가 불편한 사람들은 유저 한글패치가 있는 HD판을 고려하셔도 좋을것 같습니다.

1. 컨트롤의 개선
무료판에서 코너를 돌 때에 미묘한 차이로 걸려 앞으로 전진하지 못했던 부분을 HD판에서는 느끼지 못할 정도로 개선되었습니다. 또한 달리기를 할때에 비현실 적으로 빠르던 속도가 HD판에서는 납득 가능할 속도로 줄었습니다. 물론 속도가 게임 플레이에 지장이 가진 않습니다.

2. 장점인가? 단점인가? 미니 게임이나 모니터를 볼때의 변화
특정 방에서 플레이 할 수 있는 오락기들과 실험체의 정보를 알려주는 콘솔등을 볼때 무료판에서는 전체 화면으로 전환되었던 것과는 다르게 HD판에서는 방을 바라보던 본인의 시점 그대로에서 시작합니다. 또한 HD버전에서는 시선이 모니터에 고정되는 것이 아닌 다른 방향으로 옮길 수 도 있습니다. 또한 무료판에서는 실험체 정보를 알려주는 콘솔을 볼때 화면 전환 이 후 오로지 키보드를 사용해야하며, 반대로 HD버전에서는 마우스 클릭만 사용이 가능합니다. 저의 경우 이 점에서는 무료판의 것이 더 이용하기 편리했기 때문에 굳이 변화를 주어야 했나라는 생각이 들었습니다.

3. 다양해진 방의 패턴, 편의성
첫번째 방에서부터 느낄 수 있듯 HD버전에서는 자칫 단조로울 수 있었던 방의 패턴들을 수정하고 늘리면서 게임 플레이가 조금 더 신선해졌습니다. 또한 무료판에서는 이지선다형의 미로 패턴에서 생존자들의 쪽지를 둬서 그것을 보려고 길을 돌아가야했기 때문에 다소 불편했었지지만, HD판에서는 오로지 나가기 쉬운 방의 패턴에서만 쪽지가 나타났습니다.

4. 실험체들의 난이도 하향(?)
게임을 잘하는 편이 아닌 저의 경우 300층 이후에 나왔던 꼭두각시 실험체의 등장 때, 코너를 돌때 걸리는 현상이나 체감상 빠른 타이밍의 순간이동을 하는 등으로 인해 무료판에서는 수 많은 샷건을 때렸습니다만, HD판의 경우 판정이 좀 더 느슨해졌는지 한번의 시도로 다음 세이브 포인트로 도망칠 수 있었습니다. 또한 특히 200층과 600층의 실험체들의 경우 출구가 어디인지 구분을 할 수 없을 정도로 눈뽕이 심했던 무료판에 비해, HD판에서는 그래픽의 상향과 눈뽕 효과가 다소 줄음으로 인해 어떤 방인지는 구분할 정도로 난이도는 쉬워졌습니다.

5. DLC
HD판의 아쉬웠던 점을 꼽으면 DLC입니다. 게임 내용적인 면에서 HD버전은 무한모드, 카라마리 병원도 플레이 할 수 있다는 이점이 있지만 HD판의 소개문구에서 모든 DLC가 번들로 포함되어 있다는 말에 당연히 게임 OST도 HD판에 포함되거나 따로 구매해서 포함할 수 있을줄 알았던 저로써는 오로지 무료버전에서 다운받을 수 있다는 사실이 조금은 불편하게 느껴졌습니다.

6. 어쨋던 간에 큰 차이점은 없다.
위에서 했던 말들이 무색하게 큰 틀에서 놓고 보자면 무료 버전도 어찌됬던 하나의 완성된 게임입니다. 단지 HD판과 비교해서 그래픽이 나아졌냐의 차이점이 제일 크기 때문에, HD판에서 내용적인 차이점을 바라고 사실 분들에게는 딱히 추천하지 않습니다."
232,232,440880,1,The Count Lucanor,2016-03-03,10500.0,4,2,Adventure,0,32,Survival Horror,12,0,0,very positive,overwhelmingly positive,single only,1819,102,4.8,80.0,65.9,"열 살 짜리 소년 한스의 동화같은 이야기.

게임을 시작하면 순수 도트 그래픽으로 만들어진 짤막한 애니메이션이 오프닝으로 나온다. 애니메이션의 퀄리티가 상당하여 눈이 휘둥그래질 정도다. 이런 애니메이션이 게임 전반에 걸쳐 몇 번 더 나오는데, 이런 조그마한 게임에 엄청난 수준의 애니메이션을 넣은 장인 정신이 대단히 놀랍다.

백작 루카노르의 성에서 소년을 맞이하는 스머프소악마의 이름을 맞춰야 하는 것이 게임의 기본 목적이다. 그것을 위해 여러 방을 돌아다니며 알파벳을 모아야 한다. 각 방마다 다양한 퍼즐들이 준비되어 있고 난이도도 조금 쉬운 편이라 꽤나 재미있게 즐길 수 있다. (참고로 시퍼런 소악마의 이름을 알아낼 수 있는 다른 방법이 존재한다.) 게임 중반쯤에 접어들면 소년의 움직임을 방해하기 위해 악마들이 성 복도를 돌아다니지만, 크게 거슬릴 정도는 아니다.

멀티 엔딩이 준비되어 있기 때문에 엔딩 보는 맛이 꽤나 쏠쏠하다. (물론 이 엔딩에서도 애니메이션이 나온다.) 뿐만 아니라 게임 중간중간 분기가 갈리는 곳이 적지 않다. 그 분기에 따른 캐릭터들의 반응을 보는 것도 재미있고 말이다. 짧은 게임임에도 불구하고 많은 정성을 들여 세밀하게 만들었다는 느낌이 팍팍 든다.

그 밖에 도전과제를 포함한 숨겨진 요소들도 적잖이 산재해있다. 바흐의 교향곡들을 적절히 칩튠화시켜 만든 배경음악은 최고야! 정도까진 아니더라도 나름 나쁘진 않은 수준이다.

플레이타임이 조금 짧긴 하지만, 그에 비해 게임은 상당히 알차게 구성되어 있다. 게임의 배너 이미지만 잘 만들었다면 못해도 프렌 보우 급의 인기를 누릴 수 있었을 것 같다."
233,233,345820,1,Shantae and the Pirate's Curse,2015-04-23,21000.0,2,2,Action,0,44,Platformer,1,0,0,very positive,overwhelmingly positive,single only,2185,148,8.0,483.0,71.7,태보해.
234,234,1385730,1,Mosaique Neko Waifus 3,2020-08-28,2200.0,2,2,Casual,0,100,Hentai,10,0,1,very positive,overwhelmingly positive,single only,1358,66,18.9,192.0,72.1,
235,235,353330,1,Love at First Sight,2015-05-19,10500.0,1,1,Indie,0,12,Visual Novel,2,0,0,very positive,overwhelmingly positive,single only,1149,50,,,69.0,"처음에는 외눈이라서 살짝 꺼림직했지만
시간이 지날수록 게임종류상 특성인지는 잘 모르겠는데 볼수록 캐릭터들의 매력이 돋보인다.
스토리도 나름 괜찮았고 게임BGM도 썩 나쁘진않았다(교실브금 짱짱)"
236,236,1437830,1,Heroes of the Three Kingdoms 2,2020-11-13,1100.0,6,6,Action,0,0,Strategy,1,0,0,very positive,overwhelmingly positive,single only,1028,45,346.9,704.0,,윈10 잘 되고 한패도 잘 적용되네요
237,237,1477790,1,Luna's Fishing Garden,2021-06-17,8500.0,5,5,Adventure,0,14,Collectathon,9,0,1,very positive,overwhelmingly positive,single only,1014,46,5.9,172.0,90.9,"Product received for free

공식 번역에 참여하였습니다.
오탈자 제보는 디스코드 또는 코멘트에 남겨주시면 수정하겠습니다.
한국인 답게 달려서 킬링 하지 마시고, 힐링 하세요 힐링...
올클까지 달렸던 것은 여러분들을 위해 번역을 빨리 하려던 저 하나면 충분합니다..."
238,238,1689910,1,Dōkyūsei: Bangin' Summer,2022-04-15,20500.0,6,2,Adventure,0,0,Dating Sim,4,0,1,very positive,overwhelmingly positive,single only,848,46,31.8,1276.0,,
239,239,1052990,1,A Monster's Expedition,2020-09-11,20500.0,4,4,Adventure,0,9,Puzzle,14,0,1,very positive,overwhelmingly positive,single only,842,35,12.8,250.0,83.9,"[모든 섬 방문 / 모든 전시품 감상 / 모든 눈사람 안아주기 완료]

인간에 대한 각종 전시품들을 야외 박물관에서 감상하는 괴물, 그리고 그 과정에서 통나무를 밀어 섬과 섬 사이를 이동하는 다리를 만드는 소코반류 퍼즐게임

예전에 같은 개발자가 낸 퍼즐게임인 A Good Snowman Is Hard To Build라는 게임에서 나온 괴물이 이제는 사람에 관한 박물관을 탐방하는 이야기이다. 물론, 애초에 두 게임 모두 특별한 스토리가 있는 건 아니니 굳이 위에서 말한 퍼즐게임을 해보고 올 필요는 없다. 간단하게 이 게임의 특징을 나열해 보자면 :

1. 게임 내 세상은 수많은 섬들로 이루어져 있으며, 섬과 섬 사이를 이동하려면 섬에 자라는 나무를 이용해야 한다. 나무를 한 방향으로 밀면 쓰러지면서 통나무가 생기며, 이 나무를 이용해 다리 또는 뗏목을 만들어 이동하는 게 퍼즐들의 특징이다. 초반에는 그냥 적절히 통나무를 굴리면 다리가 알아서 생기기 때문에 난이도가 거의 없다시피 하지만, 점점 게임을 진행할수록 퍼즐들을 풀려면 특수한 트릭 및 메커니즘을 익혀야 하기 때문에, 진짜 한 섬에서 막히면 1~2시간 정도는 가볍게 날릴 수 있는 난이도로 상승할 수 있다.

2. 게임 내 세상이 워낙 넓고, 심지어 오픈 월드여서 엔딩을 본다 하더라도 수많은 섬들을 놓치고 엔딩을 볼 것이다. 하지만 걱정할 필요가 없다. 오히려 모든 섬을 해결하고 엔딩을 보려는 생각보다는, 일단 다양한 퍼즐들을 마주치고 모든 섬을 탐방하는 건 천천히 하자 ! 라는 마인드를 가지는 걸 권장한다. 그 이유는, 퍼즐들을 진행할수록 익히게 되는 다양한 메커니즘을 초반에 도저히 풀 방법을 몰라서 넘기게 된 섬에 적용해야 하는 경우가 종종 나오며, 퍼즐들을 풀수록 접근 방식을 다양하게 생각해 낼 수 있는 능력이 차츰 형성되기 때문에 초반부터 머리를 감싸기보다는 다양한 경험을 먼저 해보는 게 좋다.

3. 맵에 숨겨져 있는 구조물로는 전시품과 눈사람, 크게 두 가지가 있는데 전시품은 대부분 게임을 진행하다 보면 찾을 수 있으며, 괴물의 입장에서 우리가 일상생활에 쓰는 용품을 바라보는 거라 전시품 설명을 읽는 재미가 있다. (그리고 번역이 꽤 찰지게 되어 있다.) 다만, 몇몇 전시품들은 일반적으로는 찾기 힘든 곳에 숨겨져 있어서 예전에 넘겨 짚었던 섬들을 다시 방문해야 할 필요가 있다. 반면에 눈사람의 경우는 게임의 엔딩을 볼 때까지 한 명도 못 찾을 수 있을 정도로 흉악한 곳에 숨겨져 있으며, 이미 ""정답""을 알아냈다 생각한 섬들을 재방문해 다른 방식으로 통나무를 배열해야 도달할 수 있는 경우가 많다. 일단 두 구조물 모두 100% 찾는 건 쉬운 일이 아니니, 게임 시작부터 무리해서 모두 찾으려는 생각 보다는 너무 부담갖지 않는 게 좋다.

4. 게임의 분량이 정말 많다. 개발자도 ""엔딩을 보려면 7~11시간, 만약 업적 100%을 하려면 엔딩을 본 시간의 2~3배가 걸릴 것이다"" 라고 한 만큼, 일단 섬의 개수가 거의 600개일 정도로 장난없이 많고, 게임을 하다보면 맵 곳곳으로 순간이등올 할 수 있는 우편함의 개수도 꽤 많을 정도로 게임 내 세상이 넓다. 게다가 한 섬 내 2가지 이상의 통나무 배치를 할 수 있는 섬들의 존재에 따라 (그리고 게임 내 무슨 섬이 이런 배치가 가능한지 알려 줄 일이 없기 때문에) 모든 섬을 확인해가며 도대체 내가 뭘 빠뜨렸지? 라는 믜문을 가지게 하는 편집증에 걸리기 쉽다. 그나마 팁을 적자면, 섬 내 나무가 쓸데없이 많은 것 같거나, 뭔가 섬과 섬 사이 다리를 만들었는데 통나무가 남거나, 아니면 돌의 배치가 수상하거나 하면 한 번 다시 확인하는 게 좋다.


결론적으로, 소코반류 퍼즐을 좋아한다면 재미있는 게임 내 텍스트 + 미친 분량 + 다양한 숨겨진 요소 3박자가 잘 어우러진 이 게임을 한번 해 보는 걸 추천한다. 다만, 절대로 물 흐르듯이 모든 게 풀려나가는 쉬운 난이도의 게임은 아니기 때문에 너무 하나의 섬에 꽂혀서 나처럼 시간낭비 하지 말고 다양한 각도로 퍼즐을 생각해보면서 여유롭게 퍼즐들을 풀어나갈 준비를 하는 게 좋다.

여담) 한 턴을 되돌리기와 섬 초기화하기 기능이 게임 내 존재하기 때문에, 편의성도 나름 갖춰져 있다. 참고로 섬을 실수로 초기화했으면, 한 턴 되돌리기를 통해 초기화하기 전으로도 돌아갈 수 있다."
240,240,846030,1,ΔV: Rings of Saturn,2019-08-12,10500.0,5,5,Action,1,74,Early Access,14,0,1,very positive,overwhelmingly positive,single only,861,42,42.8,204.0,61.9,"EARLY ACCESS REVIEW
우주 광부가 되고 싶으면 추천
이런 게임을 기다렸다!"
241,241,1086410,1,Golf Around!,2020-12-05,5500.0,6,6,Casual,1,22,Sports,10,0,0,very positive,overwhelmingly positive,single only,837,42,13.1,211.0,85.4,"간단하고 캐주얼하게 즐겨볼 수 있는 골프 게임입니다.

개발자가 준비한 다양한 맵들이 준비되어 있으며 멀티플레이를 지원해서 친구들과 신기하면서도 엉뚱한 다양한 골프 코스들을 즐겨볼 수 있습니다."
242,242,1918520,1,Ninja Village,2022-05-23,12000.0,2,2,Casual,0,6,Tactical RPG,6,0,0,very positive,very positive,single only,117,0,33.5,248.0,89.6,"카이로소프트 게임들 중 별점 4.5점
ㅈㄴ재밌음"
243,243,1817000,1,Zodiacats,2022-01-22,2150.0,5,5,Casual,0,16,Cats,6,0,1,very positive,very positive,single only,105,0,3.2,11.0,81.1,#고양이 #직소퍼즐 #별자리 #황도12궁 #점성술 #노멀 #하드 #도전과제100%
244,244,1420810,1,Touhou Kaeizuka ～ Phantasmagoria of Flower View.,2005-08-14,15500.0,6,6,Action,0,0,Action,1,0,0,,very positive,single only,98,0,3.0,87.0,,"스토리 사기캐 - 메디슨, 아야
넷플 사기캐 - 레이무, 마리사
고수캐 - 요우무
떵캐 - 미슷치(장어나 열심히 팔길)"
245,245,1722520,1,FIND ALL 2: Middle Ages,2022-03-03,2200.0,5,5,Casual,0,100,Hidden Object,4,0,0,very positive,very positive,single only,96,0,2.3,17.0,97.0,"와나...2편은 뭐가 이리 맵이 커진거야?
1편 생각하고 구매했는데...이건 뭐 오픈월드급이자나!!!
손목 아작나것다 ㅠㅜ"
246,246,1969080,1,A Building Full of Cats,2022-07-08,2200.0,5,5,Casual,0,22,Cats,11,0,0,,very positive,single only,347,3,18.3,60.0,96.2,"숨은 고양이 찾기 게임입니다. 개발사의 게임 3개를 번들로 구매해서 쭉 해봤는데 가장 최근에 나온 이 게임이 완성도가 제일 높네요. 층마다 배경 음악도 다르고, 엔딩 및 업적 획득의 스토리텔링도 조금 더 생겼습니다. 분량이 짧다는 것만 좀 아쉽네요.

고양이 복지에 진심인 것처럼 보여서, 추후 다른 게임도 발매한다면 또 해 보고 싶어요. 다음 번엔 분량 좀 풍성하게 내 줬으면 좋겠습니다."
247,247,889910,1,Hell Pie,2022-07-22,26000.0,6,2,Action,0,32,Comedy,7,0,0,,very positive,single only,158,1,192.2,263.0,88.4,
248,248,937570,1,Danmaku Amanojaku ~ Impossible Spell Card.,2014-05-11,11500.0,2,2,Action,0,0,Indie,1,0,0,,very positive,single only,132,2,,,,탄아마 한국어 패치 방법: https://franch122.tistory.com/60
249,249,1597730,1,Dogs Organized Neatly,2021-11-01,3300.0,4,4,Casual,0,20,Casual,21,0,0,very positive,very positive,single only,519,5,4.8,106.0,92.7,"빈 공간을 가지각색 모양의 강아지들로 채우면 되는 퍼즐 게임

과거에 평가를 남겼었던 Cats Organized Neatly 를 만든 개발자가 해당 게임의 양식을 그대로 가져와서 탄생해 낸 퍼즐 게임으로, 유일한 차이점은 귀여운 고양이가 아닌 귀여운 강아지들로 빈 공간을 채워야 한다는 점이다. 퍼즐 메커니즘, 고양이 / 강이지의 모양과 종류의 개수, 레벨의 개수, 심지어는 업적들의 달성 조건까지 (!) 전작 Cats Organized Neatly 에서 본 듯한 혹은 똑같은 점들이 많은 게임이다. 전작을 안 해 본 사람들을 위해 단순히 이 게임의 퍼즐 메커니즘을 설명하자면, 칠교놀이와 같이 특정 모양의 빈 공간을 다양한 모양의 블록들로 꽉꽉 채우면 되는 방식이다. 대신 칠교놀이와는 다르게 블록 조각을 뒤집는 짓거리는 못 하고, 회전하는 행동만 가능하다. 딱 봐도 알겠지만 퍼즐의 메커니즘이 특이한 게임은 아니며, 퍼즐들의 매력은 독특한 풀이 방식보다는 귀여운 강아지들을 보는 맛이다. 강아지 블록들의 귀여운 생김새와, 커서로 이들을 눌렀을 때 모습이 약간씩 바뀌고 독특한 울음소리를 내는 걸 보는 재미가 쏠쏠하다. (개인적으로는 ㄴ자 모양의 거대한 강아지를 눌렀을 때 감고 있었던 눈을 뜨는 디테일이 귀여웠다.)

그렇다고 이 게임이 발로 쓱쓱 풀어갈 만한 쉬운 난이도냐? 하면 당연히 아니다. 전작의 재미있다고 평가된 리뷰들 중 몇몇개의 문구들을 인용하자면, ""고양이님 제발 고개 한번만 돌려주시고 꼬리 한번만 펴주세요...."" / "" 과연 이 게임은 힐링게임이 맞는가? 이 게임의 태그에 릴렉싱이 들어가는 게 맞는가?"" / ""고양이 액체설은 거짓말이야 !!!!!!!"" - 등등의 주옥같은 문구들이 있다. 이번 게임도 이 문구들에서 크게 벗어나지 않는 구조로, 분명히 초반부는 웃으면서 하는데 레벨들을 넘어갈수록 머리가 아파오고 머리 속으로 ""아 제발 스트레칭 좀 반대로 해봐 강아지야 !!!!"" 라고 소리를 지르는 모습을 보이게 된다. 즉, 귀여운 강아지만 보고 힐링겜이네 ! 라고 하다가는 두통을 겪을 수 있는 난이도란 이야기이다. 다행히, 게임 내 레벨 스킵 기능이 있어 머리가 너무 아파오면 레벨을 스킵한 후 다시 찾아올 수 있기 땨문에 단 하나의 퍼즐에 막혀 게임을 진행하지 못하는 불상사는 없을 것이다. 게임 내 레벨들의 난이도가 (사람별로 개인차가 있겠지만) 순차적으로 증가하는 것처럼 보이면서 막상 해보면 뒤죽박죽인 경우가 종종 있기 때문에, 레벨 스킵을 마음대로 할 수 있다는 점은 크나큰 장점이라고 생각한다.


결론적으로, 전작 Cats Organized Neatly 처럼 귀여운 비주얼과 만만하지 않은 난이도의 퍼즐들을 둘 다 잡은, 단순하면서도 있을 건 다 있는 퍼즐게임이라 추천. 전작을 재미있게 즐겼다면, 이 게임도 마찬가지로 가볍게 혹은 머리를 지끈거리면서 플레이 할 수 있는 게임이기 때문에 한 번 해보는 걸 권장한다.

여담) 스팀 업적을 모두 달성하려면 당연하지만 모든 퍼즐 레벨들을 다 풀어야 한다. 다행히, 스팀 가이드 란에 80개의 모든 레벨에 대한 해답법이 있기 때문에 나같이 후반부 레벨에서 막혀서 힘들어한다면 해답법을 곁눈질하면서 모든 퍼즐들을 풀어가도록 하자."
250,250,1599880,1,Cats in Time,2021-08-27,5500.0,4,4,Adventure,0,24,Puzzle,12,0,0,very positive,very positive,single only,486,9,12.9,99.0,90.5,멍때리고 머리굴리면서 시간때우는데 좋음. 구앵이 찾을때마다 애옹 하는 소리가 좋음.
251,251,668350,1,Higurashi When They Cry Hou - Ch.6 Tsumihoroboshi,2018-06-15,8500.0,3,2,Adventure,0,15,Visual Novel,2,0,0,,very positive,single only,369,6,5.8,45.0,77.3,"1편 : 케이이치는 못말려
2편 : 미온은 못말려
3편 : 사토코는 못말려
4편 : 리카는 못말려
5편 : 시온은 못말려
6편 : 레나는 못말려"
252,252,1730360,1,I'm on Observation Duty 4,2021-12-23,5500.0,4,4,Indie,0,8,Psychological Horror,1,0,0,very positive,very positive,single only,382,6,18.7,122.0,33.1,
253,253,47880,1,Battlefield: Bad Company 2 Vietnam,2010-12-18,6000.0,1,1,Action,0,0,Action,7,0,0,,very positive,,215,4,0.0,2.0,,this game is ♥♥♥♥♥♥♥ suck why i can't play mutiplayer answer meee Ea
254,254,701380,1,El Tango de la Muerte,2018-04-25,5500.0,6,6,,0,0,Rhythm,10,0,1,,very positive,single only,221,4,,,,
255,255,1871310,1,Hook 2,2022-06-30,2200.0,5,5,Casual,0,0,Puzzle,1,0,0,,very positive,single only,184,2,8.3,37.0,,"순서를 지키며 갈고리를 클릭하는 퍼즐게임 - 시즌 2 !

전작 Hook 와 같이, 많은 갈고리들이 엉켜있는 무더기에서, 갈고리를 하나씩 빼면서 이를 빼는 과정에서 다른 갈고리랑 엉키지 않게 - 즉, 순서를 잘 지켜서 갈고리를 풀어내면 되는 게임이다. 사실, 게임 초반은 전작과 다를 바가 없어서 그냥 전작과 같은 방식인가? 라고 생각했는데, 몇 개의 레벨 후에 레벨이 2D 에서 3D 로 바뀌면서 전작과의 차별점이 드러난다. 이때부터 레벨을 그냥 바라보면서 푸는 게 아니라, 마우스를 사용해 방향을 돌려가면서 입체적으로 엉켜있는 갈고리들을 봐야 하기 때문에 대충 봐서는 어떤 갈고리를 먼저 풀어야 하는지 알기 힘들다. 다만, 그렇다고 난이도가 전작보다 미쳐 날뛰느냐? 하면 그건 아니다. 갈고리의 수가 많지 않고, 아무리 입체여도 복잡하게 엉켜 있는 퍼즐은 없기 때문에 차분하게 잘 살피면 어떤 걸 먼저 풀어내야 하는지 알기 매우 쉽다. 그래서 플레이타임도 전작과 비슷한 1시간 ~1시간 30분 정도로, 그리 긴 게임은 아니기 때문에 전작과 비슷하게 적당히 두뇌회전하기 좋은 퍼즐게임이라고 생각한다.


결론적으로, 너무 어렵지 않으면서 짧은 시간 내 깨기 나쁘지 않은 퍼즐게임이라, 해볼 만한 단편 게임을 찾는 사람에게 추천. 위에서 전작을 많이 언급하긴 했지만, 게임 진행에 있어서는 굳이 전작을 해볼 필요는 없으니 본인 취향껏 구매를 고려하는 걸 권장한다.

여담) 만약 Hook 3 가 나오면 ........... 그 게임은 4D 를 사용하는 퍼즐 게임이 되는 것인가 ?!"
256,256,1100160,1,Touhou Seirensen ~ Undefined Fantastic Object.,2009-08-15,15500.0,2,2,Action,0,0,Indie,1,0,0,,very positive,single only,181,3,4.5,19.0,,성련선 한국어 패치 하는 방법: https://franch122.tistory.com/60
257,257,1399240,1,Yotsume God -Reunion-,2022-02-16,31000.0,6,6,Adventure,0,0,Adventure,4,0,0,very positive,very positive,single only,165,2,3.4,79.0,,"요츠메가미 -재회-
일어 음성 풀 더빙 자막 한국어 지원
비주얼 노벨 / 아이템을 탐색해서 풀어나갑니다.
OST가 상당히 좋습니다."
258,258,1281790,1,SHEEPO,2020-08-27,10500.0,5,5,Action,0,18,Metroidvania,1,0,1,,very positive,single only,166,2,,,82.2,"아기자기한 행성 탐사 매트로배니아

작은 행성을 탐사하고 주요 생명체들의 알을 획득해나가야 하는 캐주얼한 매트로배니아 게임이다. 행성의 크기가 다소 작아 매트로배니아 게임치고는 스케일 또한 작은 축에 속한다. 동화책을 보는 것 같은 아기자기한 그래픽과 평화롭고 감미로운 배경음악, 그리고 막 저녁에 접어들거나 새벽을 맞이한 듯한 행성의 분위기와 가벼운 느낌의 스토리가 인상적이다.

작은 행성을 탐사하고 주요 생명체들의 알을 획득해나가야 하는 캐주얼한 매트로배니아 게임이다. 행성의 크기가 다소 작아 매트로배니아 게임치고는 스케일 또한 작은 축에 속한다. 동화책을 보는 것 같은 아기자기한 그래픽과 평화롭고 감미로운 배경음악, 그리고 막 저녁에 접어들거나 새벽을 맞이한 듯한 행성의 분위기와 가벼운 느낌의 스토리가 인상적이다.

행성에 있는 생명체의 알을 획득해 생명체의 표본을 얻고 해당 생명체에 잠시 빙의해 그들의 능력을 활용하며 게임을 풀어나간다. 매트로배니아 특유의 성장 및 강화의 요소를 생명체의 표본 획득과 빙의로 풀어냈다는 점이 독특하게 다가온다. 그 밖에 행성 탐사와 표본 획득을 위한 모체와의 보스전, 깃털이라는 수집거리 등이 존재해 매트로배니아로써 갖춰야 할 건 나름 전부 갖춰져있다. 매트로배니아라는 장르를 최대한 캐주얼하게 풀어내고자 한 흔적이 엿보인다.

난이도가 상당히 쉬운 게임이라고 봐도 좋다. 조작감이 준수하고 레벨 디자인이 어렵게 형성된 것도 아니다. 쉬움/중간/어려움 세 가지 난이도가 준비돼있는데, 쉬움 난이도는 막말로 캐릭터 조종할 줄만 알면 클리어가 가능한 수준이고 어려움 난이도라고 해도 다른 게임의 중간 난이도라고 하기조차 민망할 정도다. 매트로배니아 특성 상 중간에 지시가 비어 헤메는 구간이 없진 않다만, 그걸 감안해도 진짜 쉬운 게임이니 누구나 부담 없이 시작해 끝마칠 수 있다.

행성의 크기가 작고 스케일이 작은 게임이니만큼 약 3-4시간 정도면 충분히 엔딩을 감상할 수 있고, 여기서 1-2시간 정도만 더 투자하면 100% 찍는 것도 금방이다. 워낙이 작고 쉬운 게임이라 90분 클리어나 노데스 클리어 같은 도전과제도 어렵지 않게 획득할 수 있을 것이다.

매트로배니아 게임치고는 작고 쉬운 게임이라 매트로배니아 매니아들에게는 조금 싱겁게 느껴질 수도 있겠지만, 오히려 그렇기에 의의와 가치를 지닌 게임이라고도 할 수 있다. 매트로배니아 게임으로써의 토대만큼은 아주 잘 갖춰져있는 게임인 셈. 쉽고 캐주얼한 매트로배니아 게임을 찾는 이들에게 추천할 수 있을 좋은 게임."
259,259,1921780,1,The Sushi Spinnery,2022-05-23,12000.0,2,2,Casual,0,6,Simulation,6,0,0,very positive,very positive,single only,138,2,42.6,225.0,73.1,ㅆ발 제가 만든 초밥은 푸딩보다 가치없는 음식입니다.
260,260,1725640,1,Sudocats,2022-03-15,2200.0,5,5,Casual,0,14,Casual,3,0,1,very positive,very positive,single only,131,2,5.5,21.0,96.4,"나는 고양이도 좋아하고 스도쿠도 좋아하는데 이 게임은 무려 고양이로 하는 스도쿠 게임이라 정말 좋아요.

고양이로 스도쿠를 진행하면 그림이 눈에 들어오지 않아 다소 복잡하게 느껴지는데,
이를 보완하기 위해 귀여운 냥냥이를 숫자들로 변화시켜주는 기능을 제공하고 있습니다.

번역체이긴 하나 한국어 번역도 제공하고 있습니다.
제작사는 더 많은 고양이를 내놓으십시오."
261,261,1790490,1,Regular Factory: Escape Room,2022-04-14,10500.0,6,6,Adventure,0,5,Escape Room,12,0,1,,very positive,single only,75,1,4.0,37.0,86.9,"믿고 사는 mc2game 방탈출 시리즈 네 번째. 억지 퍼즐, 짜증나는 길 찾기 없이 담백합니다. 대놓고 답을 알려주던 힌트 시스템이 간소하게 바껴서 이제 진짜 힌트 수준이 됐네요. 허술한 스토리만 개선하면 진짜 갓겜될 거 같은데 여전히 좀 아쉽습니다. 스토리에 큰 기대 없이 방탈출 퍼즐만 즐기겠다는 사람에게는 최고의 게임. 이 회사 방탈출 게임이 계속 나오면 좋겠어요."
